depart,from,arrival,to
DTW,3645,MIA,3576
DTW,3645,MKE,3717
DTW,3645,MLI,4072
DTW,3645,MQT,6838
DTW,3645,MSN,3459
DTW,3645,MSP,3858
DTW,3645,MTY,1825
DTW,3645,NGO,3942
DTW,3645,NRT,2279
DTW,3645,OKC,3863
DTW,3645,OMA,3454
DTW,3645,ORD,3830
DTW,3645,ORF,3611
DTW,3645,PBI,3722
DTW,3645,PDX,3720
DTW,3645,PEK,3364
DTW,3645,PHL,3752
DTW,3645,PHX,3462
DTW,3645,PIA,4046
DTW,3645,PIT,3570
DTW,3645,PLN,5762
DTW,3645,PVD,3641
DTW,3645,PVG,3406
DTW,3645,PWM,3862
DTW,3645,RDU,3626
DTW,3645,RIC,3608
DTW,3645,ROA,4016
DTW,3645,ROC,3622
DTW,3645,RSW,3793
DTW,3645,SAN,3731
DTW,3645,SAT,3621
DTW,3645,SAV,3613
DTW,3645,SBN,4359
DTW,3645,SCE,4318
DTW,3645,SDF,4014
DTW,3645,SEA,3577
DTW,3645,SFO,3469
DTW,3645,SLC,3536
DTW,3645,STL,3678
DTW,3645,SWF,3661
DTW,3645,SYR,3745
DTW,3645,TPA,3646
DTW,3645,TUL,3855
DTW,3645,TVC,4023
DTW,3645,TYS,3676
DTW,3645,XNA,4356
DTW,3645,YOW,100
DTW,3645,YUL,146
DTW,3645,YYZ,193
DUB,599,JFK,3797
EBB,1187,AMS,580
EKO,5736,SLC,3536
ELM,3946,DTW,3645
ERI,4276,DTW,3645
ESC,6800,DTW,3645
EUG,4099,PDX,3720
EUG,4099,SLC,3536
EVV,4018,DTW,3645
EWR,3494,AMS,580
EWR,3494,CDG,1382
EWR,3494,CVG,3488
EWR,3494,DTW,3645
EWR,3494,LHR,507
EWR,3494,MSP,3858
EWR,3494,SEA,3577
EWR,3494,SLC,3536
FAR,4292,MSP,3858
FAR,4292,SLC,3536
FAT,3687,GDL,1804
FAT,3687,PDX,3720
FAT,3687,SLC,3536
FCA,4127,MSP,3858
FCA,4127,SLC,3536
FCO,1555,BOS,3448
FCO,1555,JFK,3797
FCO,1555,MIA,3576
FCO,1555,YYZ,193
FLL,3533,CVG,3488
FLL,3533,DTW,3645
FLL,3533,JFK,3797
FLL,3533,LGA,3697
FLL,3533,MSP,3858
FLL,3533,YYZ,193
FNT,4089,DTW,3645
FNT,4089,MSP,3858
FRA,340,DTW,3645
FRA,340,JFK,3797
FSD,4009,DTW,3645
FSD,4009,MSP,3858
FUK,2305,HNL,3728
FWA,4041,DTW,3645
FWA,4041,MSP,3858
GCC,4296,RKS,5766
GCC,4296,SLC,3536
GDL,1804,FAT,3687
GDL,1804,LAX,3484
GDL,1804,MTY,1825
GDL,1804,ONT,3734
GDL,1804,ORD,3830
GDL,1804,SMF,3817
GEG,3467,LAX,3484
GEG,3467,MSP,3858
GEG,3467,PDX,3720
GEG,3467,SLC,3536
GFK,3442,MSP,3858
GIG,2560,SDQ,1762
GJT,4063,SLC,3536
GRB,3653,DTW,3645
GRB,3653,MSP,3858
GRR,3685,CVG,3488
GRR,3685,DTW,3645
GRR,3685,LGA,3697
GRR,3685,MSP,3858
GRU,2564,DTW,3645
GRU,2564,JFK,3797
GSO,4008,DTW,3645
GSO,4008,LGA,3697
GSP,4034,DTW,3645
GSP,4034,LGA,3697
GTF,3880,MSP,3858
GTF,3880,SLC,3536
GUA,1767,LAX,3484
GUM,2246,KIX,3992
GUM,2246,NGO,3942
GUM,2246,NRT,2279
HIB,3650,MSP,3858
HKG,3077,NRT,2279
HLN,3504,MSP,3858
HLN,3504,SLC,3536
HMO,1807,CUL,1792
HMO,1807,LAX,3484
HMO,1807,MEX,1824
HMO,1807,PHX,3462
HMO,1807,PPE,1833
HND,2359,LAX,3484
HND,2359,SEA,3577
HNL,3728,FUK,2305
HNL,3728,ICN,3930
HNL,3728,KIX,3992
HNL,3728,LAX,3484
HNL,3728,NGO,3942
HNL,3728,NRT,2279
HNL,3728,SAN,3731
HNL,3728,SEA,3577
HNL,3728,SFO,3469
HNL,3728,SLC,3536
HNL,3728,YVR,156
HPN,3589,DTW,3645
HRE,1005,LUN,907
HSV,4113,DTW,3645
IAD,3714,AMS,580
IAD,3714,CDG,1382
IAD,3714,DTW,3645
IAD,3714,ICN,3930
IAD,3714,JFK,3797
IAD,3714,LGA,3697
IAD,3714,LHR,507
IAD,3714,MEX,1824
IAD,3714,MSP,3858
IAD,3714,SVO,2985
IAH,3550,AMS,580
IAH,3550,CDG,1382
IAH,3550,CVG,3488
IAH,3550,DTW,3645
IAH,3550,LGA,3697
IAH,3550,MEM,3473
IAH,3550,MEX,1824
IAH,3550,MSP,3858
IAH,3550,SEA,3577
IAH,3550,SLC,3536
ICN,3930,DFW,3670
ICN,3930,DTW,3645
ICN,3930,HNL,3728
ICN,3930,IAD,3714
ICN,3930,JFK,3797
ICN,3930,LAS,3877
ICN,3930,LAX,3484
ICN,3930,ORD,3830
ICN,3930,SEA,3577
ICN,3930,SFO,3469
ICT,3457,MSP,3858
IDA,4100,SLC,3536
ILM,3845,LGA,3697
IMT,6837,MSP,3858
IMT,6837,RHI,5765
IND,3585,BOS,3448
IND,3585,DTW,3645
IND,3585,JFK,3797
IND,3585,LAX,3484
IND,3585,LGA,3697
IND,3585,MCO,3878
IND,3585,MEM,3473
IND,3585,MSP,3858
IND,3585,RDU,3626
IND,3585,SLC,3536
IND,3585,TPA,3646
INL,3535,BRD,6957
INL,3535,MSP,3858
ISN,3659,MSP,3858
ITH,3947,DTW,3645
JAC,4027,SLC,3536
JAX,3712,CVG,3488
JAX,3712,DTW,3645
JAX,3712,JFK,3797
JAX,3712,LGA,3697
JAX,3712,MSP,3858
JFK,3797,ACC,248
JFK,3797,AMS,580
JFK,3797,ANU,2874
JFK,3797,AUA,2895
JFK,3797,AUS,3673
JFK,3797,BCN,1218
JFK,3797,BNA,3690
JFK,3797,BOG,2709
JFK,3797,BOS,3448
JFK,3797,BRU,302
JFK,3797,BUF,3820
JFK,3797,BWI,3849
JFK,3797,CDG,1382
JFK,3797,CHS,3806
JFK,3797,CLE,3486
JFK,3797,CLT,3876
JFK,3797,CMH,3759
JFK,3797,CUN,1852
JFK,3797,CVG,3488
JFK,3797,DCA,3520
JFK,3797,DEN,3751
JFK,3797,DFW,3670
JFK,3797,DKR,1084
JFK,3797,DTW,3645
JFK,3797,DUB,599
JFK,3797,FCO,1555
JFK,3797,FLL,3533
JFK,3797,FRA,340
JFK,3797,GRU,2564
JFK,3797,IAD,3714
JFK,3797,ICN,3930
JFK,3797,IND,3585
JFK,3797,JAX,3712
JFK,3797,LAS,3877
JFK,3797,LAX,3484
JFK,3797,LHR,507
JFK,3797,MAD,1229
JFK,3797,MBJ,1780
JFK,3797,MCI,3458
JFK,3797,MCO,3878
JFK,3797,MEX,1824
JFK,3797,MIA,3576
JFK,3797,MSP,3858
JFK,3797,MXP,1524
JFK,3797,NCE,1354
JFK,3797,NRT,2279
JFK,3797,ORD,3830
JFK,3797,ORF,3611
JFK,3797,PAP,1897
JFK,3797,PDX,3720
JFK,3797,PHL,3752
JFK,3797,PHX,3462
JFK,3797,PIT,3570
JFK,3797,PUJ,1760
JFK,3797,PVG,3406
JFK,3797,RDU,3626
JFK,3797,RIC,3608
JFK,3797,ROC,3622
JFK,3797,SAN,3731
JFK,3797,SAT,3621
JFK,3797,SDF,4014
JFK,3797,SDQ,1762
JFK,3797,SEA,3577
JFK,3797,SFO,3469
JFK,3797,SJU,2890
JFK,3797,SLC,3536
JFK,3797,STI,1764
JFK,3797,STL,3678
JFK,3797,SVO,2985
JFK,3797,SXM,2899
JFK,3797,SYR,3745
JFK,3797,TLV,1590
JFK,3797,TPA,3646
JFK,3797,YQB,111
JFK,3797,YUL,146
JFK,3797,YYZ,193
JRO,1180,DAR,1177
KGL,1165,EBB,1187
KIX,3992,GUM,2246
KIX,3992,HNL,3728
KOA,3514,LAX,3484
KOA,3514,OAK,3453
KOA,3514,SJC,3748
KWI,2176,AMS,580
KWI,2176,DMM,2064
LAN,3544,DTW,3645
LAN,3544,MSP,3858
LAP,1816,LAX,3484
LAS,3877,CVG,3488
LAS,3877,DTW,3645
LAS,3877,ICN,3930
LAS,3877,JFK,3797
LAS,3877,LAX,3484
LAS,3877,LGW,502
LAS,3877,MEM,3473
LAS,3877,MEX,1824
LAS,3877,MSP,3858
LAS,3877,MTY,1825
LAS,3877,PPE,1833
LAS,3877,SEA,3577
LAS,3877,SLC,3536
LAS,3877,YVR,156
LAS,3877,YYC,178
LAS,3877,YYZ,193
LAX,3484,AMS,580
LAX,3484,BNA,3690
LAX,3484,BNE,3320
LAX,3484,CAN,3370
LAX,3484,CDG,1382
LAX,3484,CMH,3759
LAX,3484,CUN,1852
LAX,3484,CVG,3488
LAX,3484,DCA,3520
LAX,3484,DTW,3645
LAX,3484,GDL,1804
LAX,3484,GEG,3467
LAX,3484,GUA,1767
LAX,3484,HMO,1807
LAX,3484,HND,2359
LAX,3484,HNL,3728
LAX,3484,ICN,3930
LAX,3484,IND,3585
LAX,3484,JFK,3797
LAX,3484,KOA,3514
LAX,3484,LAP,1816
LAX,3484,LAS,3877
LAX,3484,LHR,507
LAX,3484,LIH,3602
LAX,3484,LTO,1817
LAX,3484,MCI,3458
LAX,3484,MCO,3878
LAX,3484,MEL,3339
LAX,3484,MEM,3473
LAX,3484,MEX,1824
LAX,3484,MIA,3576
LAX,3484,MMH,7081
LAX,3484,MSP,3858
LAX,3484,NRT,2279
LAX,3484,OAK,3453
LAX,3484,OGG,3456
LAX,3484,PDX,3720
LAX,3484,PHX,3462
LAX,3484,PPT,4075
LAX,3484,PVG,3406
LAX,3484,PVR,1836
LAX,3484,RDU,3626
LAX,3484,SAN,3731
LAX,3484,SEA,3577
LAX,3484,SFO,3469
LAX,3484,SJC,3748
LAX,3484,SJO,1885
LAX,3484,SLC,3536
LAX,3484,SMF,3817
LAX,3484,SVO,2985
LAX,3484,SYD,3361
LAX,3484,TPA,3646
LAX,3484,TPE,2276
LAX,3484,YEG,49
LAX,3484,YVR,156
LAX,3484,YYC,178
LEX,4017,DCA,3520
LEX,4017,DTW,3645
LEX,4017,LGA,3697
LEX,4017,MSP,3858
LGA,3697,BDA,4069
LGA,3697,BGR,3463
LGA,3697,BHM,3811
LGA,3697,BNA,3690
LGA,3697,BOS,3448
LGA,3697,BTV,3711
LGA,3697,BUF,3820
LGA,3697,CAE,3561
LGA,3697,CHO,4015
LGA,3697,CHS,3806
LGA,3697,CLE,3486
LGA,3697,CLT,3876
LGA,3697,CMH,3759
LGA,3697,CVG,3488
LGA,3697,DAY,3627
LGA,3697,DCA,3520
LGA,3697,DEN,3751
LGA,3697,DFW,3670
LGA,3697,DSM,3729
LGA,3697,DTW,3645
LGA,3697,FLL,3533
LGA,3697,GRR,3685
LGA,3697,GSO,4008
LGA,3697,GSP,4034
LGA,3697,IAD,3714
LGA,3697,IAH,3550
LGA,3697,ILM,3845
LGA,3697,IND,3585
LGA,3697,JAX,3712
LGA,3697,LEX,4017
LGA,3697,MCI,3458
LGA,3697,MCO,3878
LGA,3697,MEM,3473
LGA,3697,MHT,4011
LGA,3697,MIA,3576
LGA,3697,MKE,3717
LGA,3697,MSN,3459
LGA,3697,MSP,3858
LGA,3697,NAS,1953
LGA,3697,OMA,3454
LGA,3697,ORD,3830
LGA,3697,ORF,3611
LGA,3697,PBI,3722
LGA,3697,PIT,3570
LGA,3697,PWM,3862
LGA,3697,RDU,3626
LGA,3697,RIC,3608
LGA,3697,ROA,4016
LGA,3697,ROC,3622
LGA,3697,RSW,3793
LGA,3697,SAV,3613
LGA,3697,SDF,4014
LGA,3697,SRQ,4067
LGA,3697,STL,3678
LGA,3697,SYR,3745
LGA,3697,TPA,3646
LGA,3697,TYS,3676
LGA,3697,YHZ,73
LGA,3697,YUL,146
LGA,3697,YYZ,193
LGB,3582,PDX,3720
LGB,3582,SLC,3536
LGW,502,LAS,3877
LGW,502,MCO,3878
LHR,507,BOS,3448
LHR,507,DTW,3645
LHR,507,EWR,3494
LHR,507,IAD,3714
LHR,507,JFK,3797
LHR,507,LAX,3484
LHR,507,MIA,3576
LHR,507,MSP,3858
LHR,507,SFO,3469
LIH,3602,LAX,3484
LIH,3602,SAN,3731
LIT,3660,DTW,3645
LNK,3543,MSP,3858
LSE,4044,DTW,3645
LSE,4044,MSP,3858
LTO,1817,CUL,1792
LTO,1817,LAX,3484
LUN,907,AMS,580
LWS,3945,SLC,3536
MAD,1229,JFK,3797
MAN,478,MCO,3878
MBJ,1780,DTW,3645
MBJ,1780,JFK,3797
MBS,4128,DTW,3645
MBS,4128,MSP,3858
MCI,3458,CVG,3488
MCI,3458,DTW,3645
MCI,3458,JFK,3797
MCI,3458,LAX,3484
MCI,3458,LGA,3697
MCI,3458,MEM,3473
MCI,3458,MSP,3858
MCI,3458,SEA,3577
MCI,3458,SLC,3536
MCO,3878,BDL,3825
MCO,3878,BOS,3448
MCO,3878,CMH,3759
MCO,3878,CVG,3488
MCO,3878,DTW,3645
MCO,3878,IND,3585
MCO,3878,JFK,3797
MCO,3878,LAX,3484
MCO,3878,LGA,3697
MCO,3878,LGW,502
MCO,3878,MAN,478
MCO,3878,MEM,3473
MCO,3878,MEX,1824
MCO,3878,MKE,3717
MCO,3878,MSP,3858
MCO,3878,OMA,3454
MCO,3878,RDU,3626
MCO,3878,SAN,3731
MCO,3878,SLC,3536
MCO,3878,YYZ,193
MCT,2194,DOH,2241
MDT,3542,CVG,3488
MDT,3542,DTW,3645
MDW,3747,DTW,3645
MDW,3747,MSP,3858
MEL,3339,LAX,3484
MEM,3473,AUS,3673
MEM,3473,BNA,3690
MEM,3473,BOS,3448
MEM,3473,CLT,3876
MEM,3473,CMH,3759
MEM,3473,CVG,3488
MEM,3473,DCA,3520
MEM,3473,DEN,3751
MEM,3473,DFW,3670
MEM,3473,DTW,3645
MEM,3473,IAH,3550
MEM,3473,IND,3585
MEM,3473,LAS,3877
MEM,3473,LAX,3484
MEM,3473,LGA,3697
MEM,3473,MCI,3458
MEM,3473,MCO,3878
MEM,3473,MKE,3717
MEM,3473,MSP,3858
MEM,3473,ORD,3830
MEM,3473,PHL,3752
MEM,3473,PIT,3570
MEM,3473,RDU,3626
MEM,3473,SAT,3621
MEM,3473,SDF,4014
MEM,3473,SLC,3536
MEM,3473,TPA,3646
MEX,1824,ACA,1783
MEX,1824,CUL,1792
MEX,1824,DFW,3670
MEX,1824,DTW,3645
MEX,1824,IAD,3714
MEX,1824,IAH,3550
MEX,1824,JFK,3797
MEX,1824,LAS,3877
MEX,1824,LAX,3484
MEX,1824,LIM,2789
MEX,1824,MCO,3878
MEX,1824,MIA,3576
MEX,1824,MID,1819
MEX,1824,ORD,3830
MEX,1824,SAT,3621
MEX,1824,SFO,3469
MEX,1824,VSA,1853
MFR,4101,PDX,3720
MFR,4101,SLC,3536
MHT,4011,DTW,3645
MHT,4011,LGA,3697
MIA,3576,CDG,1382
MIA,3576,DTW,3645
MIA,3576,FCO,1555
MIA,3576,JFK,3797
MIA,3576,LAX,3484
MIA,3576,LGA,3697
MIA,3576,LHR,507
MIA,3576,MEX,1824
MIA,3576,MID,1819
MIA,3576,MSP,3858
MIA,3576,PAP,1897
MIA,3576,SDQ,1762
MIA,3576,YYZ,193
MID,1819,MEX,1824
MID,1819,MIA,3576
MKE,3717,CVG,3488
MKE,3717,DTW,3645
MKE,3717,LGA,3697
MKE,3717,MCO,3878
MKE,3717,MEM,3473
MKE,3717,MSP,3858
MLI,4072,DTW,3645
MLI,4072,MSP,3858
MMH,7081,LAX,3484
MNL,2397,NGO,3942
MNL,2397,NRT,2279
MOT,3498,MSP,3858
MQT,6838,DTW,3645
MSN,3459,CVG,3488
MSN,3459,DTW,3645
MSN,3459,LGA,3697
MSN,3459,MSP,3858
MSN,3459,SLC,3536
MSO,4216,MSP,3858
MSO,4216,SLC,3536
MSP,3858,ABQ,4019
MSP,3858,ABR,5714
MSP,3858,ALB,3864
MSP,3858,AMS,580
MSP,3858,ANC,3774
MSP,3858,APN,5720
MSP,3858,ATW,4047
MSP,3858,AUS,3673
MSP,3858,AZO,4039
MSP,3858,BDL,3825
MSP,3858,BHM,3811
MSP,3858,BIL,4021
MSP,3858,BIS,4083
MSP,3858,BJI,4287
MSP,3858,BMI,4037
MSP,3858,BNA,3690
MSP,3858,BOI,3495
MSP,3858,BOS,3448
MSP,3858,BRD,6957
MSP,3858,BUF,3820
MSP,3858,BWI,3849
MSP,3858,BZN,4020
MSP,3858,CDG,1382
MSP,3858,CID,4043
MSP,3858,CLE,3486
MSP,3858,CLT,3876
MSP,3858,CMH,3759
MSP,3858,CUN,1852
MSP,3858,CVG,3488
MSP,3858,CWA,4045
MSP,3858,DAY,3627
MSP,3858,DCA,3520
MSP,3858,DEN,3751
MSP,3858,DFW,3670
MSP,3858,DIK,7064
MSP,3858,DLH,3598
MSP,3858,DSM,3729
MSP,3858,DTW,3645
MSP,3858,EWR,3494
MSP,3858,FAR,4292
MSP,3858,FCA,4127
MSP,3858,FLL,3533
MSP,3858,FNT,4089
MSP,3858,FSD,4009
MSP,3858,FWA,4041
MSP,3858,GEG,3467
MSP,3858,GFK,3442
MSP,3858,GRB,3653
MSP,3858,GRR,3685
MSP,3858,GTF,3880
MSP,3858,HIB,3650
MSP,3858,HLN,3504
MSP,3858,IAD,3714
MSP,3858,IAH,3550
MSP,3858,ICT,3457
MSP,3858,IMT,6837
MSP,3858,IND,3585
MSP,3858,INL,3535
MSP,3858,ISN,3659
MSP,3858,JAX,3712
MSP,3858,JFK,3797
MSP,3858,LAN,3544
MSP,3858,LAS,3877
MSP,3858,LAX,3484
MSP,3858,LEX,4017
MSP,3858,LGA,3697
MSP,3858,LHR,507
MSP,3858,LNK,3543
MSP,3858,LSE,4044
MSP,3858,MBS,4128
MSP,3858,MCI,3458
MSP,3858,MCO,3878
MSP,3858,MDW,3747
MSP,3858,MEM,3473
MSP,3858,MIA,3576
MSP,3858,MKE,3717
MSP,3858,MLI,4072
MSP,3858,MOT,3498
MSP,3858,MSN,3459
MSP,3858,MSO,4216
MSP,3858,NRT,2279
MSP,3858,OKC,3863
MSP,3858,OMA,3454
MSP,3858,ORD,3830
MSP,3858,ORF,3611
MSP,3858,PDX,3720
MSP,3858,PHL,3752
MSP,3858,PHX,3462
MSP,3858,PIA,4046
MSP,3858,PIT,3570
MSP,3858,PSC,6133
MSP,3858,PVD,3641
MSP,3858,PVR,1836
MSP,3858,RAP,4087
MSP,3858,RDU,3626
MSP,3858,RHI,5765
MSP,3858,RIC,3608
MSP,3858,ROC,3622
MSP,3858,RST,4048
MSP,3858,RSW,3793
MSP,3858,SAN,3731
MSP,3858,SAT,3621
MSP,3858,SBN,4359
MSP,3858,SDF,4014
MSP,3858,SEA,3577
MSP,3858,SFO,3469
MSP,3858,SJC,3748
MSP,3858,SLC,3536
MSP,3858,SMF,3817
MSP,3858,SNA,3867
MSP,3858,STL,3678
MSP,3858,SYR,3745
MSP,3858,TPA,3646
MSP,3858,TUL,3855
MSP,3858,TUS,3636
MSP,3858,TYS,3676
MSP,3858,XNA,4356
MSP,3858,YEG,49
MSP,3858,YQR,120
MSP,3858,YUL,146
MSP,3858,YVR,156
MSP,3858,YWG,160
MSP,3858,YXE,166
MSP,3858,YYC,178
MSP,3858,YYZ,193
MTY,1825,CUL,1792
MTY,1825,CUU,1797
MTY,1825,DTW,3645
MTY,1825,GDL,1804
MTY,1825,LAS,3877
MTY,1825,SAT,3621
MXP,1524,JFK,3797
NAS,1953,LGA,3697
NCE,1354,JFK,3797
NGO,3942,DTW,3645
NGO,3942,GUM,2246
NGO,3942,HNL,3728
NGO,3942,MNL,2397
NIM,280,CDG,1382
NIM,280,OUA,246
NRT,2279,BKK,3885
NRT,2279,DTW,3645
NRT,2279,GUM,2246
NRT,2279,HKG,3077
NRT,2279,HNL,3728
NRT,2279,JFK,3797
NRT,2279,LAX,3484
NRT,2279,MNL,2397
NRT,2279,MSP,3858
NRT,2279,PDX,3720
NRT,2279,PEK,3364
NRT,2279,PVG,3406
NRT,2279,ROR,2256
NRT,2279,SEA,3577
NRT,2279,SFO,3469
NRT,2279,SIN,3316
NRT,2279,SPN,2244
NRT,2279,TPE,2276
OAK,3453,KOA,3514
OAK,3453,LAX,3484
OAK,3453,OGG,3456
OAK,3453,PDX,3720
OAK,3453,SLC,3536
OGG,3456,LAX,3484
OGG,3456,OAK,3453
OGG,3456,SAN,3731
OGG,3456,SJC,3748
OGG,3456,SMF,3817
OKC,3863,DTW,3645
OKC,3863,MSP,3858
OKC,3863,SLC,3536
OMA,3454,DTW,3645
OMA,3454,LGA,3697
OMA,3454,MCO,3878
OMA,3454,MSP,3858
OMA,3454,SLC,3536
ONT,3734,GDL,1804
ONT,3734,PDX,3720
ONT,3734,SLC,3536
ORD,3830,AMS,580
ORD,3830,CDG,1382
ORD,3830,CVG,3488
ORD,3830,DTW,3645
ORD,3830,GDL,1804
ORD,3830,ICN,3930
ORD,3830,JFK,3797
ORD,3830,LGA,3697
ORD,3830,MEM,3473
ORD,3830,MEX,1824
ORD,3830,MSP,3858
ORD,3830,SLC,3536
ORF,3611,BOS,3448
ORF,3611,DTW,3645
ORF,3611,JFK,3797
ORF,3611,LGA,3697
ORF,3611,MSP,3858
OUA,246,NIM,280
PAP,1897,JFK,3797
PAP,1897,MIA,3576
PBI,3722,DTW,3645
PBI,3722,LGA,3697
PDX,3720,AMS,580
PDX,3720,BOI,3495
PDX,3720,BOS,3448
PDX,3720,BUR,3644
PDX,3720,DTW,3645
PDX,3720,EUG,4099
PDX,3720,GEG,3467
PDX,3720,JFK,3797
PDX,3720,LAX,3484
PDX,3720,LGB,3582
PDX,3720,MFR,4101
PDX,3720,MSP,3858
PDX,3720,NRT,2279
PDX,3720,OAK,3453
PDX,3720,ONT,3734
PDX,3720,PHX,3462
PDX,3720,RDM,4103
PDX,3720,SAN,3731
PDX,3720,SFO,3469
PDX,3720,SJC,3748
PDX,3720,SLC,3536
PDX,3720,SMF,3817
PDX,3720,SNA,3867
PDX,3720,STS,6992
PDX,3720,YVR,156
PEK,3364,DTW,3645
PEK,3364,NRT,2279
PEK,3364,SEA,3577
PHC,275,ABV,260
PHL,3752,CVG,3488
PHL,3752,DTW,3645
PHL,3752,JFK,3797
PHL,3752,MEM,3473
PHL,3752,MSP,3858
PHL,3752,RDU,3626
PHL,3752,SEA,3577
PHL,3752,SLC,3536
PHX,3462,DTW,3645
PHX,3462,HMO,1807
PHX,3462,JFK,3797
PHX,3462,LAX,3484
PHX,3462,MSP,3858
PHX,3462,PDX,3720
PHX,3462,SLC,3536
PIA,4046,DTW,3645
PIA,4046,MSP,3858
PIH,5760,SLC,3536
PIT,3570,CVG,3488
PIT,3570,DTW,3645
PIT,3570,JFK,3797
PIT,3570,LGA,3697
PIT,3570,MEM,3473
PIT,3570,MSP,3858
PLN,5762,DTW,3645
PPE,1833,HMO,1807
PPE,1833,LAS,3877
PPT,4075,LAX,3484
PSC,6133,MSP,3858
PSC,6133,SLC,3536
PSP,3839,SFO,3469
PSP,3839,SLC,3536
PUJ,1760,JFK,3797
PVD,3641,DTW,3645
PVD,3641,MSP,3858
PVG,3406,DTW,3645
PVG,3406,JFK,3797
PVG,3406,LAX,3484
PVG,3406,NRT,2279
PVG,3406,SEA,3577
PVG,3406,SFO,3469
PVR,1836,LAX,3484
PVR,1836,MEX,1824
PVR,1836,MSP,3858
PVR,1836,SLC,3536
PWM,3862,LGA,3697
RAP,4087,MSP,3858
RAP,4087,SLC,3536
RDM,4103,PDX,3720
RDM,4103,SLC,3536
RDU,3626,BDL,3825
RDU,3626,BOS,3448
RDU,3626,BWI,3849
RDU,3626,CMH,3759
RDU,3626,CVG,3488
RDU,3626,DTW,3645
RDU,3626,IND,3585
RDU,3626,JFK,3797
RDU,3626,LAX,3484
RDU,3626,LGA,3697
RDU,3626,MCO,3878
RDU,3626,MEM,3473
RDU,3626,MSP,3858
RDU,3626,PHL,3752
RDU,3626,TPA,3646
RHI,5765,IMT,6837
RHI,5765,MSP,3858
RIC,3608,CVG,3488
RIC,3608,DTW,3645
RIC,3608,JFK,3797
RIC,3608,LGA,3697
RIC,3608,MSP,3858
RKS,5766,GCC,4296
RKS,5766,SLC,3536
RNO,3807,SLC,3536
ROA,4016,DTW,3645
ROA,4016,LGA,3697
ROB,1063,ACC,248
ROC,3622,DTW,3645
ROC,3622,JFK,3797
ROC,3622,LGA,3697
ROC,3622,MSP,3858
ROR,2256,NRT,2279
RST,4048,MSP,3858
RSW,3793,CVG,3488
RSW,3793,DTW,3645
RSW,3793,LGA,3697
RSW,3793,MSP,3858
SAN,3731,BOS,3448
SAN,3731,DTW,3645
SAN,3731,FAT,3687
SAN,3731,HNL,3728
SAN,3731,JFK,3797
SAN,3731,LAX,3484
SAN,3731,LIH,3602
SAN,3731,MCO,3878
SAN,3731,MSP,3858
SAN,3731,OGG,3456
SAN,3731,PDX,3720
SAN,3731,SEA,3577
SAN,3731,SLC,3536
SAT,3621,DTW,3645
SAT,3621,JFK,3797
SAT,3621,MEM,3473
SAT,3621,MEX,1824
SAT,3621,MSP,3858
SAT,3621,MTY,1825
SAT,3621,SLC,3536
SAV,3613,DTW,3645
SAV,3613,LGA,3697
SBN,4359,DTW,3645
SBN,4359,MSP,3858
SCE,4318,DTW,3645
SDF,4014,DTW,3645
SDF,4014,JFK,3797
SDF,4014,LGA,3697
SDF,4014,MEM,3473
SDF,4014,MSP,3858
SDQ,1762,GIG,2560
SDQ,1762,JFK,3797
SDQ,1762,MIA,3576
SEA,3577,AMS,580
SEA,3577,ANC,3774
SEA,3577,BOS,3448
SEA,3577,CDG,1382
SEA,3577,CVG,3488
SEA,3577,DTW,3645
SEA,3577,EWR,3494
SEA,3577,HND,2359
SEA,3577,HNL,3728
SEA,3577,IAH,3550
SEA,3577,ICN,3930
SEA,3577,JFK,3797
SEA,3577,LAS,3877
SEA,3577,LAX,3484
SEA,3577,MCI,3458
SEA,3577,MSP,3858
SEA,3577,NRT,2279
SEA,3577,PEK,3364
SEA,3577,PHL,3752
SEA,3577,PVG,3406
SEA,3577,SAN,3731
SEA,3577,SFO,3469
SEA,3577,SLC,3536
SEA,3577,SMF,3817
SEA,3577,YVR,156
SFO,3469,AMS,580
SFO,3469,CDG,1382
SFO,3469,CVG,3488
SFO,3469,DTW,3645
SFO,3469,HNL,3728
SFO,3469,ICN,3930
SFO,3469,JFK,3797
SFO,3469,LAX,3484
SFO,3469,LHR,507
SFO,3469,MEX,1824
SFO,3469,MSP,3858
SFO,3469,NRT,2279
SFO,3469,PDX,3720
SFO,3469,PSP,3839
SFO,3469,PVG,3406
SFO,3469,SEA,3577
SFO,3469,SLC,3536
SFO,3469,TPE,2276
SGU,4064,SLC,3536
SIN,3316,NRT,2279
SJC,3748,KOA,3514
SJC,3748,LAX,3484
SJC,3748,MSP,3858
SJC,3748,OGG,3456
SJC,3748,PDX,3720
SJC,3748,SLC,3536
SJD,1840,SLC,3536
SJO,1885,LAX,3484
SJU,2890,JFK,3797
SLC,3536,ABQ,4019
SLC,3536,AUS,3673
SLC,3536,BIL,4021
SLC,3536,BNA,3690
SLC,3536,BOI,3495
SLC,3536,BOS,3448
SLC,3536,BTM,4022
SLC,3536,BUR,3644
SLC,3536,BWI,3849
SLC,3536,BZN,4020
SLC,3536,CDC,3824
SLC,3536,CDG,1382
SLC,3536,CLT,3876
SLC,3536,COD,4344
SLC,3536,COS,3819
SLC,3536,CPR,3872
SLC,3536,CVG,3488
SLC,3536,DCA,3520
SLC,3536,DEN,3751
SLC,3536,DFW,3670
SLC,3536,DTW,3645
SLC,3536,EKO,5736
SLC,3536,EUG,4099
SLC,3536,EWR,3494
